machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,failure_within_24h,failure_type,temp_gap,vibration_rpm_interaction,pressure_current_interaction,vibration_delta,temperature_delta,anomaly_trend_raw,health_score,health_status
CNC,0.85,45.23,4.64,20.1,857.5,idle,279.0,14.3,55.8,0,none,30.929999999999996,728.875,93.264,0.10999999999999999,-1.9000000000000057,0.06599999999999999,0.8819800797314188,good
CNC,0.71,46.36,4.47,23.1,913.5,idle,279.32,9.6,55.48,0,none,36.76,648.5849999999999,103.257,-0.14,1.1300000000000026,0.45200000000000107,0.8750528790536103,good
CNC,0.77,44.1,5.13,21.4,855.4,idle,279.55,17.3,55.25,0,none,26.8,658.658,109.782,0.06000000000000005,-2.259999999999998,0.03600000000000003,0.887586227564064,good
CNC,2.21,52.42,15.54,82.7,2990.0,normal,279.95,14.8,54.85,0,none,37.620000000000005,6607.9,1285.158,1.44,8.32,4.192,0.6483934138660803,warning
CNC,0.96,48.04,4.28,25.4,887.8,idle,280.42,8.6,54.38,0,none,39.44,852.2879999999999,108.712,-1.25,-4.380000000000003,0.0,0.8618586588643014,good
CNC,2.93,63.44,11.57,56.2,2868.4,normal,280.88,11.2,53.92,0,none,52.239999999999995,8404.412,650.234,1.9700000000000002,15.399999999999999,7.3420000000000005,0.601002960787892,warning
CNC,2.4,62.27,15.09,46.3,2953.2,normal,281.05,17.1,53.75,0,none,45.17,7087.679999999999,,-0.5300000000000002,-1.1699999999999946,0.0,0.6647662035165194,warning
CNC,0.83,42.22,4.18,22.0,916.0,idle,281.38,11.1,53.42,0,none,31.119999999999997,760.28,91.96,-1.5699999999999998,-20.050000000000004,0.0,0.8900146180814751,good
CNC,2.25,57.78,14.07,65.8,3091.5,normal,281.75,16.8,53.05,0,none,40.980000000000004,6955.875,925.8059999999999,1.42,15.560000000000002,7.076000000000001,0.6263725030985577,warning
CNC,3.15,53.78,,63.4,2885.4,normal,282.12,10.6,52.68,0,none,43.18,9089.01,,0.8999999999999999,-4.0,0.5399999999999999,0.6556237905018654,warning
CNC,0.71,46.1,4.75,20.3,869.5,idle,282.27,13.4,52.53,0,none,32.7,617.3449999999999,96.425,-2.44,-7.68,0.0,0.8827535864080913,good
CNC,3.07,53.59,10.44,70.6,3095.7,normal,282.68,17.0,52.12,0,none,36.59,9503.798999999999,737.0639999999999,2.36,7.490000000000002,4.412000000000001,0.6245448892823334,warning
CNC,2.14,60.08,14.45,61.0,3018.5,normal,282.92,18.0,51.88,0,none,42.08,6459.59,881.4499999999999,-0.9299999999999997,6.489999999999995,2.5959999999999983,0.650843979267491,warning
CNC,2.31,59.48,13.62,72.4,2827.1,normal,283.02,8.9,51.78,0,none,50.58,6530.601,986.088,0.16999999999999993,-0.6000000000000014,0.10199999999999995,0.6556543298403156,warning
CNC,2.55,43.21,4.28,20.2,891.4,idle,283.07,9.5,51.73,0,none,33.71,2273.0699999999997,86.456,0.23999999999999977,-16.269999999999996,0.14399999999999985,0.8349035989399701,good
CNC,0.9,40.17,4.77,21.4,895.2,idle,283.18,12.2,51.62,0,none,27.970000000000002,805.6800000000001,102.07799999999999,-1.65,-3.039999999999999,0.0,0.8968836688760612,good
CNC,2.04,60.36,12.01,87.6,2841.3,normal,283.25,14.0,51.55,0,none,46.36,5796.252,1052.076,1.1400000000000001,20.189999999999998,8.759999999999998,0.6022505164316269,warning
CNC,2.28,51.7,15.51,85.3,2877.4,normal,283.52,17.7,51.28,0,none,34.0,6560.472,1323.003,0.23999999999999977,-8.659999999999997,0.14399999999999985,0.6703759450646758,warning
CNC,3.73,71.89,23.55,102.9,3872.6,peak,284.0,14.8,50.8,0,none,57.09,14444.797999999999,2423.295,1.4500000000000002,20.189999999999998,8.945999999999998,0.45127588385105,critical
CNC,0.73,48.97,5.35,23.8,873.7,idle,284.08,13.4,50.72,0,none,35.57,637.801,127.33,-3.0,-22.92,0.0,0.8677002122115363,good
CNC,0.8,47.26,5.35,25.3,904.6,idle,284.25,11.4,50.55,0,none,35.86,723.6800000000001,135.355,0.07000000000000006,-1.7100000000000009,0.04200000000000004,0.8690048574447075,good
CNC,2.7,51.26,10.55,86.2,2981.9,normal,284.43,12.5,50.37,0,none,38.76,8051.130000000001,909.4100000000001,1.9000000000000001,4.0,2.74,0.641357569920546,warning
CNC,0.7,41.01,5.0,20.0,861.3,idle,284.85,10.6,49.95,0,none,30.409999999999997,602.91,100.0,-2.0,-10.25,0.0,0.9026719608497432,good
CNC,0.86,46.92,4.98,21.4,899.9,idle,285.15,13.1,49.65,0,none,33.82,773.914,106.572,0.16000000000000003,5.910000000000004,2.4600000000000017,0.8606878555462663,good
CNC,0.77,43.25,5.12,23.9,909.5,idle,285.23,11.0,49.57,0,none,32.25,700.315,122.368,-0.08999999999999997,-3.6700000000000017,0.0,0.8863470941217595,good
CNC,2.72,58.52,10.11,66.0,2879.6,normal,285.6,10.0,49.2,0,none,48.52,7832.512000000001,667.26,1.9500000000000002,15.270000000000003,7.278000000000001,0.6158015170275533,warning
CNC,0.77,49.73,4.59,25.4,894.2,idle,285.82,13.4,48.98,0,none,36.33,688.5340000000001,116.58599999999998,-1.9500000000000002,-8.790000000000006,0.0,0.8612178968038778,good
CNC,3.84,66.54,23.77,102.4,3858.6,peak,286.25,17.2,48.55,0,none,49.34,14817.024,2434.0480000000002,3.07,16.81000000000001,8.566000000000004,0.4707216933511643,critical
CNC,2.81,54.21,9.66,76.5,2853.1,normal,286.6,8.2,48.2,0,none,46.010000000000005,8017.211,738.99,-1.0299999999999998,-12.330000000000005,0.0,0.6551187958335105,warning
CNC,0.98,49.54,5.37,22.2,851.1,idle,286.82,16.3,47.98,0,none,33.239999999999995,834.078,119.214,-1.83,-4.670000000000002,0.0,0.860283548274826,good
CNC,3.1,56.42,15.78,88.6,3055.9,normal,287.0,10.4,47.8,0,none,46.02,9473.29,1398.108,2.12,6.880000000000003,4.024000000000001,0.5981291814602353,warning
CNC,3.44,64.55,26.51,99.8,3850.8,peak,287.33,8.9,47.47,0,none,55.65,13246.752,2645.698,0.33999999999999986,8.129999999999995,3.455999999999998,0.5186077671955094,warning
CNC,1.27,49.36,5.04,23.4,856.8,idle,287.62,17.8,47.18,0,none,31.56,,117.93599999999999,0.0,-15.189999999999998,0.0,0.8505025395233569,good
CNC,0.88,49.9,4.21,23.1,911.4,idle,287.93,9.3,46.87,0,none,40.599999999999994,802.032,97.251,0.0,0.5399999999999991,0.21599999999999966,0.8577966537790349,good
CNC,3.79,69.85,25.02,100.4,3888.1,peak,288.22,9.7,46.58,0,none,60.14999999999999,14735.899,2512.0080000000003,2.91,19.949999999999996,9.725999999999999,0.45515462960885966,critical
CNC,0.94,48.1,5.3,25.5,885.8,idle,288.52,12.2,46.28,0,none,35.900000000000006,832.6519999999999,135.15,-2.85,-21.749999999999993,0.0,0.8622301843259479,good
CNC,3.6,71.57,24.5,105.5,4038.7,peak,288.65,15.6,46.15,0,none,55.96999999999999,14539.32,2584.75,2.66,23.46999999999999,10.983999999999996,0.43759138206437287,critical
CNC,3.05,55.07,11.94,55.6,2973.5,normal,289.05,11.1,45.75,0,none,43.97,9069.175,663.864,-0.5500000000000003,-16.499999999999993,0.0,0.6611880572861466,warning
CNC,1.85,56.98,13.03,62.9,2977.2,normal,289.43,12.4,45.37,0,none,44.58,5507.82,819.587,-1.1999999999999997,1.9099999999999966,0.7639999999999987,0.6800432039276254,warning
CNC,1.84,50.06,14.85,65.7,2838.1,normal,289.73,10.5,45.07,0,none,,5222.104,975.645,-0.010000000000000009,0.0,0.0,0.7123233546739087,warning
CNC,2.53,61.55,10.9,75.7,2825.6,normal,289.8,13.9,45.0,0,none,47.65,7148.767999999999,825.1300000000001,0.6899999999999997,0.0,0.4139999999999998,0.6362556764099494,warning
CNC,1.87,57.97,13.01,76.2,3017.8,normal,289.95,8.1,44.85,0,none,49.87,5643.286000000001,991.362,-0.6599999999999997,-3.5799999999999983,0.0,0.664401678557623,warning
CNC,3.17,57.74,11.6,46.3,2881.2,normal,290.35,10.3,44.45,0,none,47.44,9133.403999999999,,1.2999999999999998,-0.22999999999999687,0.7799999999999999,0.6566197663533592,warning
CNC,2.41,51.18,9.66,88.6,3050.8,normal,290.85,11.3,43.95,0,none,39.879999999999995,7352.428000000001,855.876,-0.7599999999999998,-6.560000000000002,0.0,0.6590772664343578,warning
CNC,2.77,70.67,10.63,57.9,2875.1,normal,291.15,14.7,43.65,0,none,55.97,7964.027,615.477,0.3599999999999999,19.490000000000002,8.012,0.573726604141202,warning
CNC,2.57,60.72,13.79,62.6,3086.5,normal,291.28,15.2,43.52,0,none,45.519999999999996,7932.304999999999,863.254,-0.20000000000000018,-9.950000000000003,0.0,0.6436354651639533,warning
CNC,2.83,58.32,13.48,67.9,2874.3,normal,291.78,12.7,43.02,0,none,45.620000000000005,8134.269000000001,915.2920000000001,0.26000000000000023,-2.3999999999999986,0.15600000000000014,0.6463530334513188,warning
CNC,2.3,61.37,9.59,56.4,2813.8,normal,292.23,12.1,42.57,0,none,49.269999999999996,6471.74,540.876,-0.5300000000000002,3.049999999999997,1.2199999999999989,0.660220250956929,warning
CNC,1.86,62.83,14.07,70.0,2829.3,normal,292.32,12.3,42.48,0,none,50.53,5262.4980000000005,984.9,-0.4399999999999997,1.4600000000000009,0.5840000000000004,0.6571389413266244,warning
CNC,2.49,57.1,10.63,68.5,2919.6,normal,292.57,16.6,42.23,0,none,40.5,7269.804,728.1550000000001,0.6300000000000001,-5.729999999999997,0.37800000000000006,0.6580649284912536,warning
CNC,0.88,46.35,4.07,22.2,893.8,idle,292.62,17.8,42.18,0,none,28.55,786.544,90.354,-1.6100000000000003,-10.75,0.0,0.8736838992665991,good
CNC,2.5,62.85,13.78,58.2,2821.2,normal,292.7,15.3,42.1,0,none,47.55,7053.0,801.996,1.62,16.5,7.572000000000001,0.6151879350167097,warning
CNC,0.89,40.27,4.88,25.6,890.3,idle,293.15,10.5,41.65,0,none,29.770000000000003,792.367,124.928,-1.6099999999999999,-22.58,0.0,0.8927293492499125,good
CNC,2.34,59.65,12.48,72.7,3082.4,normal,293.28,9.4,41.52,0,none,50.25,7212.816,907.296,1.4499999999999997,19.379999999999995,8.621999999999998,0.602325061826116,warning
CNC,2.34,64.42,15.38,59.4,2820.8,normal,293.4,10.5,41.4,0,none,53.92,6600.672,913.572,0.0,4.770000000000003,1.9080000000000013,0.6408997855577148,warning
CNC,1.94,50.27,10.11,46.3,2821.4,normal,293.47,16.6,41.33,0,none,33.67,5473.516,,-0.3999999999999999,-14.149999999999999,0.0,0.7288168013531099,warning
CNC,2.25,62.67,9.65,83.0,2884.6,normal,293.78,14.5,41.02,0,none,48.17,6490.349999999999,800.95,0.31000000000000005,12.399999999999999,5.146,0.6078928835074284,warning
CNC,0.74,46.97,4.94,25.3,901.5,idle,294.1,17.7,40.7,0,none,29.27,667.11,124.98200000000001,-1.51,-15.700000000000003,0.0,0.8722753872575019,good
CNC,0.94,42.82,4.27,24.5,906.5,idle,294.53,9.7,40.27,0,none,33.120000000000005,852.1099999999999,104.615,0.19999999999999996,-4.149999999999999,0.11999999999999997,0.8815797719832879,good
CNC,3.19,56.19,11.92,81.5,2902.2,normal,294.82,16.6,39.98,0,none,39.589999999999996,9258.018,971.48,2.25,13.369999999999997,6.697999999999999,0.5960941842672117,warning
CNC,3.1,62.88,12.29,80.5,3026.4,normal,295.32,11.8,39.48,0,none,51.08,9381.84,989.3449999999999,-0.08999999999999986,6.690000000000005,2.676000000000002,0.590003393114001,warning
CNC,1.94,63.54,12.78,83.4,2896.0,normal,295.55,15.8,39.25,0,none,47.739999999999995,5618.24,1065.852,-1.1600000000000001,0.6599999999999966,0.2639999999999986,0.6374106321028756,warning
CNC,1.27,43.89,4.02,25.4,856.4,idle,295.82,15.0,38.98,0,none,28.89,,102.10799999999999,0.0,-19.65,0.0,0.8688914228856546,good
CNC,2.25,64.25,15.68,73.8,2989.6,normal,296.23,13.6,38.57,0,none,50.65,6726.599999999999,1157.184,0.0,20.36,8.144,0.5926871561016576,warning
CNC,0.83,42.93,4.49,24.0,902.7,idle,296.63,9.9,38.17,0,none,33.03,749.241,107.76,-1.42,-21.32,0.0,0.8858306291458916,good
CNC,2.91,61.84,10.09,70.8,2817.3,normal,296.77,13.8,38.03,0,none,48.040000000000006,8198.343,714.372,2.08,18.910000000000004,8.812000000000001,0.5874399156482524,warning
CNC,1.27,44.42,5.33,22.1,858.2,idle,297.08,11.1,37.72,0,none,33.32,,117.793,0.0,-17.42,0.0,0.8702063700886583,good
CNC,0.74,47.62,4.93,20.6,855.9,idle,297.13,13.0,37.67,0,none,34.62,633.366,101.558,0.0,3.1999999999999957,1.2799999999999985,0.8700739157181289,good
CNC,0.91,40.73,5.23,24.2,855.7,idle,297.62,8.6,37.18,0,none,32.129999999999995,778.687,126.566,0.17000000000000004,-6.890000000000001,0.10200000000000002,0.892621903303346,good
CNC,0.73,49.87,4.56,22.2,906.9,idle,297.92,9.9,36.88,0,none,39.97,662.0369999999999,101.23199999999999,-0.18000000000000005,9.14,3.6560000000000006,0.8467722057419321,good
CNC,0.98,49.86,5.13,22.3,855.9,idle,298.27,16.6,36.53,0,none,33.26,838.7819999999999,114.399,0.25,-0.00999999999999801,0.15,0.8580702349513558,good
CNC,0.93,45.58,4.64,25.4,857.8,idle,298.5,16.9,36.3,0,none,28.68,797.754,117.85599999999998,-0.04999999999999993,-4.280000000000001,0.0,0.8731025667467651,good
CNC,0.85,40.11,4.7,20.3,858.3,idle,298.65,8.4,36.15,0,none,31.71,729.555,95.41000000000001,-0.08000000000000007,-5.469999999999999,0.0,0.9011746744798443,good
CNC,0.74,46.49,5.12,23.5,917.4,idle,298.72,13.8,36.08,0,none,32.69,678.876,120.32000000000001,-0.10999999999999999,6.380000000000003,2.5520000000000014,0.8627723827970321,good
CNC,0.81,42.86,5.3,21.3,917.4,idle,299.02,10.6,35.78,0,none,32.26,743.094,112.89,0.07000000000000006,-3.6300000000000026,0.04200000000000004,0.8887021514941237,good
CNC,0.7,49.7,4.06,25.4,886.9,idle,299.4,10.4,35.4,0,none,39.300000000000004,620.8299999999999,103.12399999999998,-0.1100000000000001,6.840000000000003,2.7360000000000015,0.8503512970840855,good
CNC,1.0,40.74,4.83,25.8,886.6,idle,299.63,14.5,35.17,0,none,26.240000000000002,886.6,124.614,0.30000000000000004,-8.96,0.18000000000000002,0.8866083303011585,good
CNC,0.89,50.06,4.68,23.8,890.9,idle,299.9,15.5,34.9,0,none,,792.901,111.384,-0.10999999999999999,0.0,0.0,0.8580098491753081,good
CNC,1.27,50.06,,25.7,856.0,idle,299.97,14.2,34.83,0,none,,,,0.0,0.0,0.0,0.845578631323187,good
CNC,2.44,59.3,11.3,59.1,2939.1,normal,300.3,8.7,34.5,0,none,50.599999999999994,7171.4039999999995,667.83,0.0,0.0,0.0,0.6621022621661418,warning
CNC,0.81,45.84,4.12,25.9,919.0,idle,300.43,9.3,34.37,0,none,36.540000000000006,744.3900000000001,106.708,-1.63,-13.459999999999994,0.0,0.8730442141994477,good
CNC,2.78,58.04,11.51,82.9,3005.4,normal,300.65,16.8,34.15,0,none,41.239999999999995,8355.011999999999,954.1790000000001,1.9699999999999998,12.199999999999996,6.0619999999999985,0.599738949774129,warning
CNC,0.75,49.11,5.23,26.4,856.0,idle,300.87,12.4,47.99,0,none,36.71,,138.072,-2.03,-8.93,0.0,0.8645763795941681,good
CNC,0.88,44.22,5.4,27.5,852.8,idle,301.05,17.9,47.81,0,none,26.32,750.4639999999999,148.5,0.13,-4.890000000000001,0.078,0.8773989199114927,good
CNC,0.71,43.81,5.22,32.6,860.1,idle,301.08,13.5,47.78,0,none,30.310000000000002,610.6709999999999,170.172,-0.17000000000000004,-0.4099999999999966,0.0,0.8791276480332675,good
CNC,2.64,55.77,15.81,64.6,3049.5,normal,301.17,9.3,47.69,0,none,46.47,8050.68,1021.3259999999999,1.9300000000000002,11.96,5.942000000000001,0.6301216357523661,warning
CNC,0.84,44.23,4.41,17.7,909.8,idle,301.25,9.6,47.61,0,none,34.629999999999995,764.232,78.057,-1.8000000000000003,-11.540000000000006,0.0,0.8868165359127435,good
CNC,0.95,50.11,5.5,25.2,902.8,idle,301.38,10.0,47.48,0,none,40.11,857.66,138.6,0.10999999999999999,5.880000000000003,2.418000000000001,0.84221401234558,good
CNC,0.99,48.64,4.38,28.3,857.8,idle,301.55,10.5,47.31,0,none,38.14,849.222,123.954,0.040000000000000036,-1.4699999999999989,0.02400000000000002,0.8567484057449823,good
CNC,1.0,46.21,4.35,20.8,891.9,idle,301.6,12.2,47.26,0,none,34.010000000000005,891.9,90.47999999999999,0.010000000000000009,-2.4299999999999997,0.006000000000000005,0.8719436306280892,good
CNC,0.82,41.3,5.02,29.8,902.6,idle,301.63,9.3,47.23,0,none,31.999999999999996,740.132,149.596,-0.18000000000000005,-4.910000000000004,0.0,0.8863210597512509,good
CNC,0.87,48.71,4.84,22.4,909.7,idle,301.75,13.5,47.11,0,none,35.21,791.4390000000001,108.416,0.050000000000000044,7.410000000000004,2.9940000000000015,0.849688456221722,good
CNC,0.83,41.53,4.05,27.3,891.7,idle,301.78,17.5,47.08,0,none,24.03,740.111,110.565,-0.040000000000000036,-7.18,0.0,0.8881091466143978,good
CNC,0.92,42.34,4.21,21.1,856.0,idle,301.88,16.3,46.98,0,none,26.040000000000003,,88.831,0.09000000000000008,0.8100000000000023,0.378000000000001,0.8880942602823233,good
CNC,0.89,44.15,4.67,23.4,872.3,idle,301.98,8.4,46.88,0,none,35.75,776.347,109.27799999999999,-0.030000000000000027,1.8099999999999952,0.7239999999999981,0.8776174622194962,good
CNC,2.56,62.08,12.12,69.2,3048.7,normal,302.43,8.4,46.43,0,none,53.68,7804.672,838.704,1.67,17.93,8.174000000000001,0.5934535650920167,warning
CNC,1.0,41.88,5.41,26.8,864.5,idle,302.82,9.0,46.04,0,none,32.88,864.5,144.988,-1.56,-20.199999999999996,0.0,0.8830538599068065,good
CNC,2.5,65.21,12.77,74.1,2974.7,normal,303.32,17.7,45.54,0,none,47.50999999999999,7436.75,946.257,1.5,23.32999999999999,10.231999999999998,0.5713404915623045,warning
CNC,2.2,51.68,,67.5,2830.1,normal,303.47,17.8,45.39,0,none,33.879999999999995,6226.22,,-0.2999999999999998,-13.529999999999994,0.0,0.6935557843980071,warning
CNC,2.05,60.26,10.75,81.7,3049.2,normal,303.97,9.8,44.89,0,none,50.459999999999994,6250.859999999999,878.275,-0.15000000000000036,8.579999999999998,3.4319999999999995,0.6266285854902013,warning
CNC,3.71,70.09,19.87,119.3,3784.0,peak,304.42,16.0,44.44,0,none,54.09,14038.64,2370.491,1.6600000000000001,9.830000000000005,4.928000000000003,0.4649802504195901,critical
CNC,2.13,55.01,10.74,62.1,2812.5,normal,304.87,9.6,43.99,0,none,45.41,5990.625,666.9540000000001,-1.58,-15.080000000000005,0.0,0.6894697598086277,warning
CNC,0.88,42.94,4.59,19.2,890.4,idle,305.1,16.6,43.76,0,none,26.339999999999996,783.552,88.128,-1.25,-12.07,0.0,0.8895910812509992,good
CNC,9.22,72.57,24.52,114.7,4022.2,peak,305.57,11.5,43.29,0,none,61.06999999999999,37084.684,2812.444,8.34,29.629999999999995,16.855999999999998,0.22157519003285675,critical
CNC,3.26,52.0,11.42,67.4,2991.8,normal,306.05,8.2,42.81,0,none,43.8,9753.268,769.7080000000001,-5.960000000000001,-20.569999999999993,0.0,0.6534078723185337,warning
CNC,2.18,54.26,12.04,82.0,2951.9,normal,306.25,8.7,42.61,0,none,45.56,6435.142000000001,987.28,-1.0799999999999996,2.259999999999998,0.9039999999999992,0.6607508597592914,warning
CNC,1.27,50.06,14.53,46.3,856.0,normal,306.47,12.0,42.39,0,none,,,,0.0,0.0,0.0,0.8246010345818429,good
CNC,2.97,64.66,12.99,88.6,2797.2,normal,306.78,8.3,42.08,0,none,56.36,8307.684,1150.914,0.0,0.0,0.0,0.6009399661719801,warning
CNC,2.58,59.26,,53.5,2876.2,normal,306.95,17.6,41.91,0,none,41.66,7420.596,,-0.3900000000000001,-5.399999999999999,0.0,0.6659755960067733,warning
CNC,1.95,56.12,11.01,75.5,2799.4,normal,307.03,11.5,41.83,0,none,44.62,5458.83,831.255,-0.6300000000000001,-3.1400000000000006,0.0,0.677772579438977,warning
CNC,3.25,60.24,14.1,76.3,2910.1,normal,307.28,13.1,41.58,0,none,47.14,9457.824999999999,1075.83,1.3,4.1200000000000045,2.4280000000000017,0.6050742803390452,warning
CNC,2.06,59.47,13.5,77.2,2888.3,normal,307.62,8.4,41.24,0,none,51.07,5949.898,1042.2,-1.19,-0.7700000000000031,0.0,0.6567667592372464,warning
CNC,3.54,64.29,21.95,118.5,3912.8,peak,307.92,13.4,40.94,0,none,50.89000000000001,13851.312,2601.075,1.48,4.820000000000007,2.816000000000003,0.4982281059279906,critical
CNC,0.87,51.43,4.99,20.5,843.8,idle,308.33,10.0,40.53,0,none,41.43,734.106,102.295,-2.67,-12.860000000000007,0.0,0.8586576519741564,good
CNC,3.59,63.82,19.93,107.4,3821.9,peak,308.72,14.2,40.14,0,none,49.620000000000005,13720.621,2140.482,2.7199999999999998,12.39,6.588,0.49464573336862017,critical
CNC,0.81,50.62,4.19,20.5,864.2,idle,308.8,11.0,40.06,0,none,39.62,700.0020000000001,85.89500000000001,-2.78,-13.200000000000003,0.0,0.8627754555838438,good
CNC,3.45,53.39,12.3,91.7,3007.4,normal,309.05,15.0,39.81,0,none,38.39,10375.53,1127.91,2.64,2.770000000000003,2.692000000000001,0.6037662126205001,warning
CNC,3.19,55.6,10.79,85.6,3025.4,normal,309.18,17.4,39.68,0,none,38.2,9651.026,923.6239999999999,-0.26000000000000023,2.210000000000001,0.8840000000000003,0.6180102879643228,warning
CNC,2.82,60.41,11.53,76.7,2803.6,normal,309.68,13.7,39.18,0,none,46.709999999999994,7906.151999999999,884.351,-0.3700000000000001,4.809999999999995,1.9239999999999982,0.6238936508106225,warning
CNC,2.47,58.32,13.05,58.6,2779.6,normal,310.15,10.9,38.71,0,none,47.42,6865.612,764.73,-0.34999999999999964,-2.0899999999999963,0.0,0.6713548232794528,warning
CNC,2.92,56.34,13.55,55.8,2885.3,normal,310.48,11.2,38.38,0,none,45.14,8425.076000000001,756.09,0.44999999999999973,-1.9799999999999969,0.26999999999999985,0.6622902406861932,warning
CNC,2.82,52.86,11.93,70.9,2760.2,normal,310.87,12.7,37.99,0,none,40.16,7783.763999999999,845.8370000000001,-0.10000000000000009,-3.480000000000004,0.0,0.6690538010706418,warning
CNC,1.11,45.4,5.32,18.7,878.2,idle,311.32,14.6,37.54,0,none,30.799999999999997,974.8020000000001,99.484,-1.7099999999999997,-7.460000000000001,0.0,0.8742312947820539,good
CNC,3.18,61.19,12.85,80.6,2839.1,normal,311.7,11.4,37.16,0,none,49.79,9028.338,1035.7099999999998,2.0700000000000003,15.79,7.558,0.5768246769570626,warning
CNC,3.46,64.81,16.14,46.3,2948.3,normal,312.13,11.1,36.73,0,none,53.71,10201.118,,0.2799999999999998,3.6200000000000045,1.6160000000000019,0.6145876870045621,warning
CNC,3.48,55.09,10.17,79.0,2901.9,normal,312.23,10.4,36.63,0,none,44.690000000000005,10098.612000000001,803.43,0.020000000000000018,-9.719999999999999,0.01200000000000001,0.6265598205478111,warning
CNC,1.07,43.87,5.32,26.1,840.2,idle,312.72,12.6,36.14,0,none,31.269999999999996,899.0140000000001,138.852,-2.41,-11.220000000000006,0.0,0.8750822022700216,good
CNC,2.29,64.76,14.17,71.6,2833.8,normal,313.05,15.0,35.81,0,none,49.760000000000005,6489.402000000001,1014.5719999999999,1.22,20.890000000000008,9.088000000000003,0.5930268514963908,warning
CNC,3.42,58.46,15.19,46.3,2838.2,normal,313.2,14.9,35.66,0,none,43.56,9706.643999999998,,1.13,-6.300000000000004,0.6779999999999999,0.6482846296637287,warning
